Scenario,TID,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Steps to Execute,Expected Result,Actual Result,Status,Executed,QA Name,Misc (Comments),Priority,Is Automated
Positive,TC_ORDER_CHECKOUT_037,Verify shipping method selection updates order total [Data set 7],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,"1. Select a shipping method (e.g. Standard, Express) | 2. Observe order total",Order total updates to reflect the selected shipping cost,,"1. Select a shipping method (e.g. Standard, Express) | 2. Observe order total",Order total updates to reflect the selected shipping cost,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_038,Verify shipping method selection updates order total [Data set 8],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,"1. Select a shipping method (e.g. Standard, Express) | 2. Observe order total",Order total updates to reflect the selected shipping cost,,"1. Select a shipping method (e.g. Standard, Express) | 2. Observe order total",Order total updates to reflect the selected shipping cost,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_039,Verify shipping method selection updates order total [Data set 9],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,"1. Select a shipping method (e.g. Standard, Express) | 2. Observe order total",Order total updates to reflect the selected shipping cost,,"1. Select a shipping method (e.g. Standard, Express) | 2. Observe order total",Order total updates to reflect the selected shipping cost,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_040,Verify shipping method selection updates order total [Data set 10],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,"1. Select a shipping method (e.g. Standard, Express) | 2. Observe order total",Order total updates to reflect the selected shipping cost,,"1. Select a shipping method (e.g. Standard, Express) | 2. Observe order total",Order total updates to reflect the selected shipping cost,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_041,Verify successful order placement with valid payment details [Data set 1],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_042,Verify successful order placement with valid payment details [Data set 2],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_043,Verify successful order placement with valid payment details [Data set 3],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_044,Verify successful order placement with valid payment details [Data set 4],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_045,Verify successful order placement with valid payment details [Data set 5],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_046,Verify successful order placement with valid payment details [Data set 6],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_047,Verify successful order placement with valid payment details [Data set 7],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_048,Verify successful order placement with valid payment details [Data set 8],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_049,Verify successful order placement with valid payment details [Data set 9],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_050,Verify successful order placement with valid payment details [Data set 10],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,1. Enter valid shipping details | 2. Enter valid payment/card details | 3. Click 'Pay now',Order is placed successfully and confirmation page/order number is displayed,,Not Executed,No,,,High,Yes
Negative,TC_ORDER_CHECKOUT_051,Verify order fails with invalid/expired credit card [Data set 1],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_052,Verify order fails with invalid/expired credit card [Data set 2],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_053,Verify order fails with invalid/expired credit card [Data set 3],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_054,Verify order fails with invalid/expired credit card [Data set 4],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_055,Verify order fails with invalid/expired credit card [Data set 5],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_056,Verify order fails with invalid/expired credit card [Data set 6],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_057,Verify order fails with invalid/expired credit card [Data set 7],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_058,Verify order fails with invalid/expired credit card [Data set 8],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_059,Verify order fails with invalid/expired credit card [Data set 9],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Negative,TC_ORDER_CHECKOUT_060,Verify order fails with invalid/expired credit card [Data set 10],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,1. Enter an expired card number | 2. Attempt to complete payment,"Payment is declined with a clear, appropriate error message",,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_061,Verify discount/promo code can be applied at checkout [Data set 1],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,Yes
Positive,TC_ORDER_CHECKOUT_062,Verify discount/promo code can be applied at checkout [Data set 2],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_063,Verify discount/promo code can be applied at checkout [Data set 3],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_064,Verify discount/promo code can be applied at checkout [Data set 4],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,Yes
Positive,TC_ORDER_CHECKOUT_065,Verify discount/promo code can be applied at checkout [Data set 5],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_066,Verify discount/promo code can be applied at checkout [Data set 6],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_067,Verify discount/promo code can be applied at checkout [Data set 7],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,Yes
Positive,TC_ORDER_CHECKOUT_068,Verify discount/promo code can be applied at checkout [Data set 8],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_069,Verify discount/promo code can be applied at checkout [Data set 9],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_070,Verify discount/promo code can be applied at checkout [Data set 10],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,1. Enter a valid discount code | 2. Click 'Apply',Discount is applied and order total is updated correctly,,Not Executed,No,,,Medium,Yes
Negative,TC_ORDER_CHECKOUT_071,Verify invalid promo code is rejected at checkout [Data set 1],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_072,Verify invalid promo code is rejected at checkout [Data set 2],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_073,Verify invalid promo code is rejected at checkout [Data set 3],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_074,Verify invalid promo code is rejected at checkout [Data set 4],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_075,Verify invalid promo code is rejected at checkout [Data set 5],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_076,Verify invalid promo code is rejected at checkout [Data set 6],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_077,Verify invalid promo code is rejected at checkout [Data set 7],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_078,Verify invalid promo code is rejected at checkout [Data set 8],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_079,Verify invalid promo code is rejected at checkout [Data set 9],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Negative,TC_ORDER_CHECKOUT_080,Verify invalid promo code is rejected at checkout [Data set 10],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,1. Enter an invalid/expired discount code | 2. Click 'Apply',Error message 'Invalid discount code' is displayed; total is unchanged,,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_081,Verify order confirmation email is received after purchase [Data set 1],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_082,Verify order confirmation email is received after purchase [Data set 2],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_083,Verify order confirmation email is received after purchase [Data set 3],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_084,Verify order confirmation email is received after purchase [Data set 4],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_085,Verify order confirmation email is received after purchase [Data set 5],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_086,Verify order confirmation email is received after purchase [Data set 6],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_087,Verify order confirmation email is received after purchase [Data set 7],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_088,Verify order confirmation email is received after purchase [Data set 8],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_089,Verify order confirmation email is received after purchase [Data set 9],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,No
Positive,TC_ORDER_CHECKOUT_090,Verify order confirmation email is received after purchase [Data set 10],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,1. Complete an order successfully | 2. Check the buyer's email inbox,An order confirmation email with order details is received,,Not Executed,No,,,High,Yes
Positive,TC_ORDER_CHECKOUT_091,Verify order status can be tracked after purchase [Data set 1],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,Yes
Positive,TC_ORDER_CHECKOUT_092,Verify order status can be tracked after purchase [Data set 2],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_093,Verify order status can be tracked after purchase [Data set 3],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_094,Verify order status can be tracked after purchase [Data set 4],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,Yes
Positive,TC_ORDER_CHECKOUT_095,Verify order status can be tracked after purchase [Data set 5],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_096,Verify order status can be tracked after purchase [Data set 6],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_097,Verify order status can be tracked after purchase [Data set 7],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,Yes
Positive,TC_ORDER_CHECKOUT_098,Verify order status can be tracked after purchase [Data set 8],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_099,Verify order status can be tracked after purchase [Data set 9],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,No
Positive,TC_ORDER_CHECKOUT_100,Verify order status can be tracked after purchase [Data set 10],User has items in their cart on the Shopify storefront (shopify.com) and proceeds to checkout,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,1. Complete an order | 2. Navigate to 'Order status' / account order history,"Order status (e.g. processing, shipped) is visible and accurate",,Not Executed,No,,,Medium,Yes
Positive,TC_DASHBOARD_001,Verify dashboard loads with account summary after login [Data set 1],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,Yes
Positive,TC_DASHBOARD_002,Verify dashboard loads with account summary after login [Data set 2],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_003,Verify dashboard loads with account summary after login [Data set 3],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_004,Verify dashboard loads with account summary after login [Data set 4],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,Yes
Positive,TC_DASHBOARD_005,Verify dashboard loads with account summary after login [Data set 5],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_006,Verify dashboard loads with account summary after login [Data set 6],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_007,Verify dashboard loads with account summary after login [Data set 7],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,Yes
Positive,TC_DASHBOARD_008,Verify dashboard loads with account summary after login [Data set 8],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_009,Verify dashboard loads with account summary after login [Data set 9],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,No
Positive,TC_DASHBOARD_010,Verify dashboard loads with account summary after login [Data set 10],User is logged in to their Shopify customer account on shopify.com,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,1. Log in with valid credentials | 2. Observe the account dashboard,"Dashboard displays account name, recent orders, and navigation menu",,Not Executed,No,,,High,Yes
